Scan,Type,BCID,sigma,sigmaErr,sigmaRatio,sigmaRatio_Err,Amp,AmpErr,Frac,FracErr,Mean,MeanErr,Const,ConstErr,CapSigma,CapSigmaErr,peak,peakErr,area,areaErr,fitStatus,chi2,ndof
4,X,281,0.13291304380239707,0.0003243089674043139,1.0000054764776078,0.02836033585083142,80.42741330061563,0.2531490965956067,0.9900002363056606,0.7559340551130991,0.000480441025419209,0.00035785009074488903,0.4053787521519757,0.034493213702594255,0.13291304380239707,0.0003243089674043139,80.42741330061563,0.2531490965956067,26.79548604420076,0.10671433631571779,0,28.66084863070469,19
4,X,872,0.1344057041782892,0.00032296175008958574,1.0000082990502936,0.04267576996477285,78.79887158290752,0.25244466496692297,0.9955049216273328,0.7421550757355084,0.0015420817412026588,0.000375021257166093,0.332564991192742,0.030093287013683134,0.1344057041782892,0.00032296175008958574,78.79887158290752,0.25244466496692297,26.547744733644514,0.10631466593709137,0,36.11642578734074,19
4,X,1783,0.13191598026122087,0.00031846116447063966,0.9999917731613632,0.015233666788599887,81.55163463762129,0.26175446258165636,0.8351666369990107,0.7682993835089864,0.0012330569522542804,0.0003586701962961474,0.39142756474671697,0.032675797832386666,0.13191598026122087,0.00031846116447063966,81.55163463762129,0.26175446258165636,26.966216301520173,0.10830222021780575,0,26.313706312127888,19
4,X,2063,0.13255242932235742,0.0002683030672282561,1.0000093226434261,0.04303167106409245,80.19896237158859,0.23641437920990427,0.9960694376531899,0.7402579527034657,0.0006758471681591523,0.0003336710916008837,0.3000000000104151,0.020780589312452774,0.13255242932235742,0.0002683030672282561,80.19896237158859,0.23641437920990427,26.6468805482073,0.09528599431273495,0,27.1449666256489,19
4,X,sum,-3.1383928348131943e-05,0.0012164404923621518,0.519914584003579,0.008624427886528719,1.1,0.9873125120721375,0.99,0.2601349124837729,0.0,0.48666426339228774,0.3,0.02231134480473377,-3.1383928348131943e-05,0.0012164404923621518,1.1,0.9873125120721375,-8.653462638306301e-05,0.003354979716346565,0,2.2500000000000004,19
5,X,41,0.13866804112598716,0.0013017954867291994,0.5000020990137144,1.4082081696519666,71.22444401903725,0.45170876985994823,0.9946320497331145,0.016140858608530928,-0.001339957997385418,0.00033948605214401475,0.4095799204723132,0.43940869379212244,0.13866804112598716,0.0013017954867291994,71.22444401903725,0.45170876985994823,24.756849844216102,0.2804781570334197,0,18.793937803078396,13
5,X,281,0.13383364629911534,0.00032267715734163283,1.0000011174944925,0.08911160180404021,80.55157781251151,0.2144901737979623,0.1392252629899965,0.5632000818975575,-0.0006801645126350315,0.00030326626164382694,0.32464298186855267,0.046889806724552896,0.13383364629911534,0.00032267715734163283,80.55157781251151,0.2144901737979623,27.02273462453647,0.09706921250068375,0,23.385443892389336,13
5,X,872,0.1353084370596252,0.00020313166685871945,0.6877816340541595,0.7593518573549483,78.90714192247091,0.1765901120127964,1.0,0.5154386437973478,-0.0005743810861222503,0.0003229313581726803,0.30000000000001953,0.030543765962711966,0.1353084370596252,0.00020313166685871945,78.90714192247091,0.1765901120127964,26.7627738920731,0.07212138972309245,0,60.80839212053048,13
5,X,1783,0.1323182786389803,4.123639852306219e-06,1.000059773798664,1.244337717812806,81.44634641753035,0.0037835444469820345,0.9999994456469188,0.5039274346667756,-0.0010511179544866575,6.515641750210233e-06,0.3782576466395321,0.0007422460307526246,0.1323182786389803,4.123639852306219e-06,81.44634641753035,0.0037835444469820345,27.0135327560608,0.0015111275394069788,0,36.958140115936985,13
5,X,2063,0.13279332083654072,0.0001774351075142644,0.6929714038859281,0.8041472313551483,80.70866773578805,0.16241343848701462,1.0,0.5156697818685319,-0.0007069477608491238,0.0002839609081774213,0.3000000000000079,0.005738481164987874,0.13279332083654072,0.0001774351075142644,80.70866773578805,0.16241343848701462,26.864969032973363,0.06489368609819507,0,77.53254067785174,13
5,X,sum,0.012764504136577287,0.6315285806181736,0.5194225446258811,0.011408124114365656,0.4325252296656591,1.1431477597867472,0.99,0.27416408529958514,3.084019623483837,0.5129102485590663,0.3,0.030668302498587985,0.012764504136577287,0.6315285806181736,0.4325252296656591,1.1431477597867472,0.013839019714044628,0.6856668822347849,4,1.7100000000000004,13
6,Y,41,0.13660559886575227,0.0003528123261782551,0.9999964886956858,0.23286360496859554,71.99823516016124,0.20426165713210764,0.990022694532151,0.7558888862698064,-0.001052748567529914,0.00032338263477244683,0.3851327762650058,0.04760770378925688,0.13660559886575227,0.0003528123261782551,71.99823516016124,0.20426165713210764,24.653596558966694,0.0945848904450822,0,22.593773739791946,13
6,Y,281,0.12574015563525,0.00029478128340438935,1.000002821248939,0.060446722441380996,80.8306069026161,0.22811012931589403,0.028256573020568998,0.5139539942888157,-0.0014148671364084468,0.0003030825364604742,0.46527511282730105,0.04374227186919527,0.12574015563525,0.00029478128340438935,80.8306069026161,0.22811012931589403,25.476500214014823,0.09346847906573812,0,17.5144493829778,13
6,Y,872,0.12766886046494816,0.00031607432076974167,0.9999998918546589,0.0409203109796229,79.0546292580301,0.23057150612084598,0.14319056406617486,0.8063860674010774,-0.0016210422939186636,0.00032107932389546513,0.3885190155505392,0.04512617866432578,0.12766886046494816,0.00031607432076974167,79.0546292580301,0.23057150612084598,25.29893402548317,0.09678579502977515,0,21.052408141069655,13
6,Y,1783,0.1254197374942935,0.00029343607480515746,1.0000014233302141,0.05169375238013163,81.71711844980784,0.22888622244384038,0.9900000009473576,0.7559345282313412,-0.0012475205870477162,0.00030077743031036716,0.36554655561441346,0.04195964365757901,0.1254197374942935,0.00029343607480515746,81.71711844980784,0.22888622244384038,25.690281647891688,0.09375807449583594,0,21.019497191236898,13
6,Y,2063,0.12707612117250966,0.00027155665535380855,1.0000000343507556,0.04888388724755699,80.76679904360225,0.2086180301924898,0.9900000000141204,0.7559345301073241,-0.0020145429779410825,0.00027834081045327596,0.3105737738744011,0.035150186613974066,0.12707612117250966,0.00027155665535380855,80.76679904360225,0.2086180301924898,25.726858360695523,0.08624570888995074,0,25.762526402360585,13
6,Y,sum,0.08544154842370606,3.72592283149642,0.5193250460736242,0.011429777880288821,0.4263809878716375,1.1466839709690926,0.99,0.27416408529958514,-2.1373041404164366,8013488.247302021,0.3,0.030668302499021003,0.08544154842370606,3.72592283149642,0.4263809878716375,1.1466839709690926,0.09131810192071912,3.989752305575331,4,1.7100000000000004,13
