Scan,Type,BCID,sigma,sigmaErr,sigmaRatio,sigmaRatio_Err,Amp,AmpErr,Frac,FracErr,Mean,MeanErr,CapSigma,CapSigmaErr,peak,peakErr,area,areaErr,fitStatus,chi2,ndof
1,X,644,0.09661549585712156,0.0,0.7031439296431126,0.02165336434260423,0.34062427484179025,0.015437409235580762,0.8002379776325369,0.09621575887524558,0.0016695358218688928,0.0021261214579652975,0.09661549585712156,0.0,0.34062427484179025,0.015437409235580762,0.08249209179256958,0.0037386183949822006,0,16.420919527074883,20
1,X,1215,0.10142448765833588,0.0,0.999999821689564,0.0028818606889652876,0.3044623537465667,0.010145058281316927,0.8871241302372865,0.8354377010302825,-0.0010328445718472907,0.0014590137898511594,0.10142448765833588,0.0,0.3044623537465667,0.010145058281316927,0.0774045263112344,0.0025792135579391236,0,23.912785025502327,20
1,X,2269,0.08988616904540475,0.0,0.68240255186879,0.02328913053455972,0.36168475205684286,0.01620562345421056,0.6829051714692955,0.07133288977290148,0.005575979806031109,0.002430371924829385,0.08988616904540475,0.0,0.36168475205684286,0.01620562345421056,0.08149163014713125,0.003651308675093529,0,26.300268295168514,20
1,X,2389,0.09380208215977656,0.0,1.445992823239237,0.04142128175578752,0.36503476090920717,0.015923763736323315,0.27513627197844337,0.07149386482279607,-0.0015928635176626052,0.0019230158623841588,0.09380208215977656,0.0,0.36503476090920717,0.015923763736323315,0.08582951047335736,0.0037441060215138476,0,15.631693802731462,20
1,X,2589,0.0937368850435211,0.0,1.3939923328356332,0.048293645913539796,0.344742535202352,0.014823070060054816,0.1618079775751491,0.08455651007347312,0.003061422574259757,0.0022643516381253633,0.0937368850435211,0.0,0.344742535202352,0.014823070060054816,0.08100192178015844,0.0034828808137690377,0,6.968216918985125,20
1,X,sum,-0.0004253477610282365,0.0,0.26929014220978853,0.0014772659615770961,0.2200000000000094,0.17819812444226155,0.8823132165323568,0.04036298005086134,0.0,0.06957010852370733,-0.0004253477610282365,0.0,0.2200000000000094,0.17819812444226155,-0.00023456151935577087,0.0001899928309796537,0,0.04840000000000414,20
10,X,644,0.10842403986627866,0.0,0.10000026394704807,1.3277986066123342,0.2970805719362814,0.0013974283488495665,0.9973332399154256,0.0008756784233582282,-0.0009184765279429066,0.00039217524490697516,0.10842403986627866,0.0,0.2970805719362814,0.0013974283488495665,0.08074019064287817,0.00037979134939889717,0,14.247599435127118,14
10,X,1215,0.10649824898894407,0.0,0.10000151477617295,9.83909391179872,0.2952685923862761,0.001352756626564644,0.9989340119579547,0.0007909800806833456,-1.2900711747619672e-05,0.0003779023052073569,0.10649824898894407,0.0,0.2952685923862761,0.001352756626564644,0.0788224001700867,0.00036112044051174507,0,9.162254689997338,14
10,X,2269,0.10720015610007261,0.0,0.10000009518280895,1.7402646642687716,0.2894761468804416,0.0013979255199482177,0.9990098776066462,0.0008796350770823302,-0.0008008227459919494,0.00040272631339519825,0.10720015610007261,0.0,0.2894761468804416,0.0013979255199482177,0.0777854082089401,0.000375637883765869,0,15.423505740706572,14
10,X,2389,0.10660683399249322,0.0,0.45051068625591306,0.44773691217692235,0.2862338108493429,0.0014898395185222735,0.9905736164549105,0.020304252286793445,-0.0014080595928623659,0.00040535622495293925,0.10660683399249322,0.0,0.2862338108493429,0.0014898395185222735,0.07648845924666003,0.00039812043503321194,0,16.32807454843574,14
10,X,2589,0.10752583124513242,0.0,0.10000000099675474,1.2823548030605638,0.2915827912293909,0.001408404199719826,0.9985116616693668,0.0008847912694853743,-0.0009849661204065206,0.0004030308791766787,0.10752583124513242,0.0,0.2915827912293909,0.001408404199719826,0.07858951919602945,0.000379603365558608,0,23.79012293410685,14
10,X,sum,-0.0007101982890978427,0.0,0.12600794221641745,0.021186701390978332,0.2200000000000094,0.21298749645580808,0.99,0.04444704029228389,0.0,0.08315218406203355,-0.0007101982890978427,0.0,0.2200000000000094,0.21298749645580808,-0.0003916446846504038,0.00037916100401777443,0,0.04840000000000414,14
2,Y,644,0.08998942890015382,0.0,0.6924300140336924,0.021394703361472422,0.3410094940507688,0.0018762466725943394,0.8900315642756151,0.035412899611025506,-0.0011621922385455822,0.0003666629025935554,0.08998942890015382,0.0,0.3410094940507688,0.0018762466725943394,0.07692152756604356,0.00042322504993123845,0,13.99606030433447,20
2,Y,1215,0.0896779633803791,0.0,0.6974161460464274,0.026383706578820443,0.334687231006364,0.0018004507819981974,0.908819309624531,0.03489092869750643,-0.0010636164047184953,0.0003581863590670863,0.0896779633803791,0.0,0.334687231006364,0.0018004507819981974,0.07523411460892979,0.0004047221044952683,0,33.22671825597844,20
2,Y,2269,0.08894260558729966,0.0,0.687259937602456,0.017446343639759387,0.3426647754814797,0.0019205475280981987,0.8825496342603425,0.03137913724268987,-0.00034264437246967313,0.0003728473620366029,0.08894260558729966,0.0,0.3426647754814797,0.0019205475280981987,0.07639575816241409,0.00042817848519694765,0,25.45925672689251,20
2,Y,2389,0.08827110824194992,0.0,0.6478390766566279,0.017500801936957078,0.3444181077405571,0.0019463432827797056,0.8908243375200726,0.02657827776852717,-0.0007264965808884505,0.00036767641262406306,0.08827110824194992,0.0,0.3444181077405571,0.0019463432827797056,0.0762069340914739,0.0004306534730221152,0,15.83808554348337,20
2,Y,2589,0.08890233631825005,0.0,0.7296866201293325,0.0263193115947864,0.3456172262647918,0.00197699738895063,0.8687465288554906,0.058149102839019084,0.00037279030344177845,0.00037085958068969194,0.08890233631825005,0.0,0.3456172262647918,0.00197699738895063,0.07701910876895589,0.0004405642004049664,0,17.641327532515596,19
2,Y,sum,-0.0004253477610282365,0.0,0.26929014220978853,0.0014772659615770961,0.2200000000000094,0.17819812444226155,0.8823132165323568,0.04036298005086134,0.0,0.06957010852370733,-0.0004253477610282365,0.0,0.2200000000000094,0.17819812444226155,-0.00023456151935577087,0.0001899928309796537,0,0.04840000000000414,20
3,Y,644,0.09079093724343489,0.0,0.6932227273537281,0.027954300610793015,0.34356421065506293,0.001979648658471861,0.8916281827730572,0.045439174504047775,0.0005048096248469733,0.00073073464142572,0.09079093724343489,0.0,0.34356421065506293,0.001979648658471861,0.07818804428872975,0.000450526720142354,0,9.230240515949117,20
3,Y,1215,0.08884317587391366,0.0,0.7712039012338296,0.02202535705495673,0.33935271542241696,0.001975887172245311,0.7758703531841603,0.11346288111588143,-0.0014664115576358294,0.0006801926568249189,0.08884317587391366,0.0,0.33935271542241696,0.001975887172245311,0.07557276944731599,0.0004400237833256483,0,14.032673046179426,20
3,Y,2269,0.08908717760111222,0.0,0.6956248551315304,0.024721427930294693,0.34339375829968954,0.0020574623530151825,0.877673864700657,0.04698153606527644,0.0002667625499581348,0.0007197494407356888,0.08908717760111222,0.0,0.34339375829968954,0.0020574623530151825,0.0766827238816976,0.00045944870487587343,0,13.242437230190651,20
3,Y,2389,0.09031372078949537,0.0,0.7009210254267336,0.015372769464979952,0.3368704529408886,0.0020545877726957373,0.7948120098679697,0.05763684828088894,0.0007255310972492197,0.0007322080393352535,0.09031372078949537,0.0,0.3368704529408886,0.0020545877726957373,0.07626171885948088,0.0004651235919492869,0,7.443180242360207,20
3,Y,2589,0.0901026344298735,0.0,0.6936869693978126,0.039465661958463794,0.3432544629399355,0.002001292794916454,0.9295834130605922,0.0391855051647374,0.0010567663226033126,0.0007557447545828311,0.0901026344298735,0.0,0.3432544629399355,0.002001292794916454,0.07752532862543014,0.00045199960482015,0,10.813478636271075,20
3,Y,sum,-0.0004253477610282365,0.0,0.26929014220978853,0.0014772659615770961,0.2200000000000094,0.17819812444226155,0.8823132165323568,0.04036298005086134,0.0,0.06957010852370733,-0.0004253477610282365,0.0,0.2200000000000094,0.17819812444226155,-0.00023456151935577087,0.0001899928309796537,0,0.04840000000000414,20
4,X,644,0.10121370023368668,0.0,1.3706824489590093,0.03008482854316641,0.3252447273771738,0.0017174844597874217,0.1711957100517748,0.05121037495511549,0.004633660676225858,0.00033764563611880636,0.10121370023368668,0.0,0.3252447273771738,0.0017174844597874217,0.08251625349465516,0.000435734605753046,0,25.119243107518255,20
4,X,1215,0.10036050432374408,0.0,1.4096801426887398,0.0551460359734004,0.32438519421976963,0.0016169039918225159,0.07873707051314077,0.030711041265267636,0.004244497204392685,0.000326130237450182,0.10036050432374408,0.0,0.32438519421976963,0.0016169039918225159,0.08160444075843017,0.0004067588421540489,0,30.02811104196052,20
4,X,2269,0.09947880085302906,0.0,0.6822944851955864,0.023413530659889714,0.3273692851224522,0.001710705701166465,0.9166244625873741,0.025978472254272134,0.0036955047778118883,0.0003124588349696557,0.09947880085302906,0.0,0.3273692851224522,0.001710705701166465,0.0816316182063363,0.00042657537223991126,0,17.980193488987204,20
4,X,2389,0.0992678239058411,0.0,0.6934916081053434,0.011468812358876201,0.32774263275827753,0.0017426775983040432,0.8382303606918237,0.03158648502459194,0.003621362177647005,0.0003376366784700197,0.0992678239058411,0.0,0.32774263275827753,0.0017426775983040432,0.0815513911494867,0.00043362616962791745,0,30.189025063613705,20
4,X,2589,0.09990461624271622,0.0,0.7099521575447932,0.0391673423631308,0.32758741367790495,0.0017034650525899475,0.939589921332225,0.03160630890057714,0.0036049692031316105,0.00034016819457804857,0.09990461624271622,0.0,0.32758741367790495,0.0017034650525899475,0.08203566394743426,0.00042658808234271564,0,15.55204652813325,19
4,X,sum,-0.0004253477610282365,0.0,0.26929014220978853,0.0014772659615770961,0.2200000000000094,0.17819812444226155,0.8823132165323568,0.04036298005086134,0.0,0.06957010852370733,-0.0004253477610282365,0.0,0.2200000000000094,0.17819812444226155,-0.00023456151935577087,0.0001899928309796537,0,0.04840000000000414,20
