Scan,Type,BCID,sigma,sigmaErr,sigmaRatio,sigmaRatio_Err,Amp,AmpErr,Frac,FracErr,Mean,MeanErr,Const,ConstErr,CapSigma,CapSigmaErr,peak,peakErr,area,areaErr,fitStatus,chi2,ndof
1,X,41,0.13477135321782116,0.0005576283631691711,1.0000022784327365,0.029185739505523223,72.04135472885913,0.42456685878843814,0.9949863502802637,0.7437808361507389,-0.0008585062233612116,0.0006611808796507328,1.9740321118347426,0.03391685022169444,0.13477135321782116,0.0005576283631691711,72.04135472885913,0.42456685878843814,24.337131814365986,0.1752468312635044,0,16.502165296201813,19
1,X,281,0.13117366322359855,0.0005250190444336576,1.0000025734377744,0.028482633104106314,75.62571769418227,0.44111899428470736,0.9954370958214883,0.742373638140604,0.0021933562845512216,0.0006589004329195069,1.9588284365713582,0.024566248755051534,0.13117366322359855,0.0005250190444336576,75.62571769418227,0.44111899428470736,24.866009222882003,0.17590444413526923,0,34.56879787702428,19
1,X,872,0.13213829942109606,0.0006168577643231323,1.0000012865281107,0.024985841828999378,75.53270107193902,0.46121534466714564,0.9899999998717499,0.7559345303935157,4.920413817181679e-05,0.0006988393542790298,2.153212695518457,0.045604917247708654,0.13213829942109606,0.0006168577643231323,75.53270107193902,0.46121534466714564,25.01806191182582,0.1922944700838751,0,18.948512350411413,19
1,X,1783,0.1301891857598042,2.859021055984832e-07,0.984060288697811,0.9144511244857823,77.31579341802113,0.00026361405733865695,0.999999999999934,0.005056571906896901,-0.0006327055907661198,4.613353304342389e-07,2.0745637742327814,2.1400150763462022e-05,0.1301891857598042,2.859021055984832e-07,77.31579341802113,0.00026361405733865695,25.230918571320352,0.00010232637701266548,0,38.71752976710309,19
1,X,2063,0.129011965695736,0.000594080572336106,0.9999484820219786,0.06456189398244605,76.08568946514038,0.45261531196413785,0.994589258741853,0.7449610919032016,0.0010773883732861104,0.0006519851540283087,2.173578579046155,0.06321299121572022,0.129011965695736,0.000594080572336106,76.08568946514038,0.45261531196413785,24.604973805573756,0.1850980126687769,0,16.204544387917217,19
1,X,sum,0.0021855368335832494,2.485987581121965e-08,0.5829359144679719,1.515605105409122e-08,1.1,5.0433015218408664e-08,0.99,1.3287973625562198e-08,-0.022318306441692762,2.4859872915619823e-08,1.532400151216251e-08,1.2470737662950397e-07,0.0021855368335832494,2.485987581121965e-08,1.1,5.0433015218408664e-08,0.006026161264538009,6.854647119066696e-08,0,5.8708765876990184e-15,19
10,Y,41,0.1162094328095364,0.0004981972551845133,0.9999973387456336,0.035872733118715916,76.55327185027122,0.47751478430492966,0.9964409523938523,0.7389235283712068,-0.003076427167842215,0.0006093106095962942,2.254617389746503,0.0366312517010412,0.1162094328095364,0.0004981972551845133,76.55327185027122,0.47751478430492966,22.299497291895257,0.16878165767124492,0,18.992568515675778,19
10,Y,281,0.11649307649106573,0.0005221289070848311,1.0000018186052055,0.032466485995216954,77.8502214767449,0.4916709778046737,0.9960823466387962,0.7402128126230922,-0.002415544944879346,0.000630296525827868,2.2336131254559692,0.03259884694251136,0.11649307649106573,0.0005221289070848311,77.8502214767449,0.4916709778046737,22.73264141421969,0.17605059362290812,0,18.723004142524502,19
10,Y,872,0.1151357386440361,0.0005169908258371843,1.000005075721722,0.015621652594759283,78.39650207291882,0.5038271573624513,0.9900000030018834,0.7559345241013521,-0.0029907175511356588,0.0006364075453033286,2.3094907218338117,0.02563655525146502,0.1151357386440361,0.0005169908258371843,78.39650207291882,0.5038271573624513,22.625426325311093,0.177381642056395,0,21.491625128859077,19
10,Y,1783,0.11351796496408122,0.0005011812132852086,0.9999967984912507,0.04944370170306023,80.05810715905959,0.5192830878130721,0.9958704528496364,0.7409433789007567,-0.003029925144538701,0.000609259504396971,2.3837851528101606,0.03827070084446693,0.11351796496408122,0.0005011812132852086,80.05810715905959,0.5192830878130721,22.780321490186548,0.17874152191777062,0,28.4299464499104,19
